    33.004911360,60.09,Joules,energy-pkg,1000160574,100.00,,
    33.004911360,14.05,Joules,energy-ram,1000160541,100.00,,
    34.004989812,60.12,Joules,energy-pkg,1000158509,100.00,,
    34.004989812,14.04,Joules,energy-ram,1000158477,100.00,,
    35.005072234,60.13,Joules,energy-pkg,1000156674,100.00,,
    35.005072234,14.05,Joules,energy-ram,1000156645,100.00,,
    36.005130923,60.15,Joules,energy-pkg,1000154283,100.00,,
    36.005130923,14.08,Joules,energy-ram,1000154255,100.00,,
    37.005208209,60.21,Joules,energy-pkg,1000152525,100.00,,
    37.005208209,14.06,Joules,energy-ram,1000152496,100.00,,
    38.005285673,60.16,Joules,energy-pkg,1000150864,100.00,,
    38.005285673,14.06,Joules,energy-ram,1000150834,100.00,,
    39.005362783,60.16,Joules,energy-pkg,1000149271,100.00,,
    39.005362783,14.04,Joules,energy-ram,1000149249,100.00,,
    40.005440419,60.18,Joules,energy-pkg,1000147780,100.00,,
    40.005440419,14.05,Joules,energy-ram,1000147756,100.00,,
    41.005518817,60.14,Joules,energy-pkg,1000146379,100.00,,
    41.005518817,14.07,Joules,energy-ram,1000146355,100.00,,
    42.005596472,60.26,Joules,energy-pkg,1000145027,100.00,,
    42.005596472,14.06,Joules,energy-ram,1000145003,100.00,,
    43.005673997,60.17,Joules,energy-pkg,1000143732,100.00,,
    43.005673997,14.06,Joules,energy-ram,1000143711,100.00,,
    44.005751952,60.20,Joules,energy-pkg,1000142512,100.00,,
    44.005751952,14.05,Joules,energy-ram,1000142487,100.00,,
    45.005829782,60.18,Joules,energy-pkg,1000141340,100.00,,
    45.005829782,14.07,Joules,energy-ram,1000141315,100.00,,
    46.005908317,60.18,Joules,energy-pkg,1000140232,100.00,,
    46.005908317,14.12,Joules,energy-ram,1000140207,100.00,,
    47.005985511,60.28,Joules,energy-pkg,1000139142,100.00,,
    47.005985511,14.12,Joules,energy-ram,1000139120,100.00,,
    48.006062877,60.19,Joules,energy-pkg,1000138106,100.00,,
    48.006062877,14.10,Joules,energy-ram,1000138082,100.00,,
    49.006128717,60.16,Joules,energy-pkg,1000136875,100.00,,
    49.006128717,14.12,Joules,energy-ram,1000136852,100.00,,
    50.006188971,60.21,Joules,energy-pkg,1000135575,100.00,,
    50.006188971,14.12,Joules,energy-ram,1000135557,100.00,,
    51.006268596,60.21,Joules,energy-pkg,1000134716,100.00,,
    51.006268596,14.13,Joules,energy-ram,1000134694,100.00,,
    52.006345701,60.21,Joules,energy-pkg,1000133838,100.00,,
    52.006345701,14.11,Joules,energy-ram,1000133816,100.00,,
    53.006423106,60.25,Joules,energy-pkg,1000132995,100.00,,
    53.006423106,14.13,Joules,energy-ram,1000132976,100.00,,
    54.006500596,60.20,Joules,energy-pkg,1000132188,100.00,,
    54.006500596,14.11,Joules,energy-ram,1000132169,100.00,,
    55.006578529,60.19,Joules,energy-pkg,1000131419,100.00,,
    55.006578529,14.09,Joules,energy-ram,1000131399,100.00,,
    56.006656798,60.18,Joules,energy-pkg,1000130679,100.00,,
    56.006656798,14.09,Joules,energy-ram,1000130663,100.00,,
    57.006736021,60.15,Joules,energy-pkg,1000129989,100.00,,
    57.006736021,14.11,Joules,energy-ram,1000129970,100.00,,
    58.006813097,60.16,Joules,energy-pkg,1000129282,100.00,,
    58.006813097,14.10,Joules,energy-ram,1000129263,100.00,,
    59.006891498,60.23,Joules,energy-pkg,1000128622,100.00,,
    59.006891498,14.12,Joules,energy-ram,1000128603,100.00,,
    60.006969622,60.14,Joules,energy-pkg,1000127978,100.00,,
    60.006969622,14.09,Joules,energy-ram,1000127960,100.00,,
    61.007046920,60.16,Joules,energy-pkg,1000127342,100.00,,
    61.007046920,14.10,Joules,energy-ram,1000127324,100.00,,
    62.007127432,60.19,Joules,energy-pkg,1000126770,100.00,,
    62.007127432,14.12,Joules,energy-ram,1000126760,100.00,,
    63.007189349,60.25,Joules,energy-pkg,1000125928,100.00,,
    63.007189349,14.14,Joules,energy-ram,1000125920,100.00,,
    64.007268161,60.17,Joules,energy-pkg,1000125386,100.00,,
    64.007268161,14.11,Joules,energy-ram,1000125371,100.00,,
    65.007346756,60.19,Joules,energy-pkg,1000124850,100.00,,
    65.007346756,14.09,Joules,energy-ram,1000124835,100.00,,
    66.007424324,60.23,Joules,energy-pkg,1000124310,100.00,,
    66.007424324,14.06,Joules,energy-ram,1000124299,100.00,,
    67.007501464,60.24,Joules,energy-pkg,1000123789,100.00,,
    67.007501464,14.09,Joules,energy-ram,1000123772,100.00,,
    68.007579335,60.23,Joules,energy-pkg,1000123286,100.00,,
    68.007579335,14.08,Joules,energy-ram,1000123272,100.00,,
    69.007660747,60.25,Joules,energy-pkg,1000122851,100.00,,
    69.007660747,14.14,Joules,energy-ram,1000122838,100.00,,
    70.007738876,60.24,Joules,energy-pkg,1000122385,100.00,,
    70.007738876,14.08,Joules,energy-ram,1000122370,100.00,,
    71.007816567,60.26,Joules,energy-pkg,1000121923,100.00,,
    71.007816567,14.08,Joules,energy-ram,1000121908,100.00,,
    72.007893599,60.24,Joules,energy-pkg,1000121462,100.00,,
    72.007893599,14.06,Joules,energy-ram,1000121450,100.00,,
    73.007971991,60.22,Joules,energy-pkg,1000121037,100.00,,
    73.007971991,14.08,Joules,energy-ram,1000121023,100.00,,
    74.008049313,60.25,Joules,energy-pkg,1000120607,100.00,,
    74.008049313,14.10,Joules,energy-ram,1000120593,100.00,,
    75.008147833,54.16,Joules,energy-pkg,1000120411,100.00,,
    75.008147833,13.00,Joules,energy-ram,1000120439,100.00,,
    76.008290734,19.66,Joules,energy-pkg,1000120866,100.00,,
    76.008290734,6.88,Joules,energy-ram,1000120892,100.00,,
    77.008536915,20.18,Joules,energy-pkg,1000122628,100.00,,
    77.008536915,7.23,Joules,energy-ram,1000122671,100.00,,
    78.008685201,19.50,Joules,energy-pkg,1000123124,100.00,,
    78.008685201,6.81,Joules,energy-ram,1000123153,100.00,,
    79.008839478,19.22,Joules,energy-pkg,1000123670,100.00,,
    79.008839478,6.65,Joules,energy-ram,1000123699,100.00,,
    80.009082762,19.61,Joules,energy-pkg,1000125297,100.00,,
    80.009082762,7.10,Joules,energy-ram,1000125340,100.00,,
    81.009326594,19.19,Joules,energy-pkg,1000126908,100.00,,
    81.009326594,6.85,Joules,energy-ram,1000126950,100.00,,
    82.009565232,19.27,Joules,energy-pkg,1000128420,100.00,,
    82.009565232,6.80,Joules,energy-ram,1000128458,100.00,,
    83.009813174,19.65,Joules,energy-pkg,1000130000,100.00,,
    83.009813174,6.94,Joules,energy-ram,1000130041,100.00,,
    84.010090687,19.43,Joules,energy-pkg,1000131905,100.00,,
    84.010090687,6.85,Joules,energy-ram,1000131939,100.00,,
